0,0
-9.967,-2.31
-9.955,-2.304
-9.932,-2.296
-9.907,-2.295
-9.882,-2.295
-9.857,-2.292
-9.833,-2.286
-9.809,-2.281
-9.784,-2.277
-9.759,-2.273
-9.735,-2.27
-9.71,-2.266
-9.685,-2.261
-9.661,-2.257
-9.636,-2.253
-9.611,-2.249
-9.587,-2.245
-9.562,-2.241
-9.537,-2.237
-9.513,-2.233
-9.488,-2.229
-9.463,-2.225
-9.439,-2.221
-9.414,-2.217
-9.389,-2.213
-9.365,-2.209
-9.34,-2.205
-9.315,-2.2
-9.291,-2.196
-9.266,-2.192
-9.241,-2.188
-9.217,-2.184
-9.192,-2.18
-9.167,-2.176
-9.143,-2.172
-9.118,-2.168
-9.093,-2.164
-9.069,-2.16
-9.044,-2.156
-9.019,-2.152
-8.995,-2.148
-8.97,-2.144
-8.945,-2.14
-8.921,-2.136
-8.896,-2.132
-8.871,-2.127
-8.847,-2.123
-8.822,-2.119
-8.797,-2.115
-8.773,-2.111
-8.748,-2.107
-8.723,-2.103
-8.699,-2.099
-8.674,-2.095
-8.649,-2.091
-8.625,-2.087
-8.6,-2.083
-8.575,-2.079
-8.551,-2.075
-8.526,-2.071
-8.501,-2.067
-8.477,-2.063
-8.452,-2.058
-8.427,-2.054
-8.403,-2.05
-8.378,-2.046
-8.353,-2.042
-8.329,-2.038
-8.304,-2.034
-8.279,-2.03
-8.255,-2.026
-8.23,-2.022
-8.205,-2.018
-8.181,-2.014
-8.156,-2.01
-8.131,-2.006
-8.107,-2.002
-8.082,-1.998
-8.057,-1.994
-8.033,-1.989
-8.008,-1.985
-7.983,-1.981
-7.959,-1.977
-7.934,-1.973
-7.909,-1.969
-7.885,-1.965
-7.86,-1.961
-7.835,-1.957
-7.811,-1.953
-7.786,-1.949
-7.761,-1.945
-7.736,-1.941
-7.712,-1.937
-7.687,-1.933
-7.662,-1.929
-7.638,-1.925
-7.613,-1.92
-7.588,-1.916
-7.564,-1.912
-7.539,-1.908
-7.514,-1.904
-7.49,-1.9
-7.465,-1.896
-7.44,-1.892
-7.416,-1.888
-7.391,-1.884
-7.366,-1.88
-7.342,-1.876
-7.317,-1.872
-7.292,-1.868
-7.268,-1.864
-7.243,-1.86
-7.218,-1.856
-7.194,-1.851
-7.169,-1.847
-7.144,-1.843
-7.12,-1.839
-7.095,-1.835
-7.07,-1.831
-7.046,-1.827
-7.021,-1.823
-6.996,-1.819
-6.972,-1.815
-6.947,-1.811
-6.922,-1.807
-6.898,-1.803
-6.873,-1.799
-6.848,-1.795
-6.824,-1.791
-6.799,-1.787
-6.774,-1.782
-6.75,-1.778
-6.725,-1.774
-6.7,-1.77
-6.676,-1.766
-6.651,-1.762
-6.626,-1.758
-6.602,-1.754
-6.577,-1.75
-6.552,-1.746
-6.528,-1.742
-6.503,-1.738
-6.478,-1.734
-6.454,-1.73
-6.429,-1.726
-6.404,-1.722
-6.38,-1.718
-6.355,-1.713
-6.33,-1.709
-6.306,-1.705
-6.281,-1.701
-6.256,-1.697
-6.232,-1.693
-6.207,-1.689
-6.182,-1.685
-6.158,-1.681
-6.133,-1.677
-6.108,-1.673
-6.084,-1.669
-6.059,-1.665
-6.034,-1.661
-6.01,-1.657
-5.985,-1.653
-5.96,-1.649
-5.936,-1.644
-5.911,-1.64
-5.886,-1.636
-5.862,-1.632
-5.837,-1.628
-5.812,-1.624
-5.788,-1.62
-5.763,-1.616
-5.738,-1.612
-5.714,-1.608
-5.689,-1.604
-5.664,-1.6
-5.64,-1.596
-5.615,-1.592
-5.59,-1.588
-5.566,-1.584
-5.541,-1.58
-5.516,-1.575
-5.492,-1.571
-5.467,-1.567
-5.442,-1.563
-5.418,-1.559
-5.393,-1.555
-5.368,-1.551
-5.344,-1.547
-5.319,-1.543
-5.294,-1.539
-5.27,-1.535
-5.245,-1.531
-5.22,-1.527
-5.196,-1.523
-5.171,-1.519
-5.146,-1.514
-5.122,-1.51
-5.097,-1.506
-5.072,-1.502
-5.048,-1.498
-5.023,-1.494
-4.998,-1.49
-4.974,-1.486
-4.949,-1.482
-4.924,-1.478
-4.9,-1.474
-4.875,-1.47
-4.85,-1.466
-4.826,-1.462
-4.801,-1.458
-4.776,-1.454
-4.752,-1.45
-4.727,-1.445
-4.702,-1.441
-4.678,-1.437
-4.653,-1.433
-4.628,-1.429
-4.604,-1.425
-4.579,-1.421
-4.554,-1.417
-4.53,-1.413
-4.505,-1.409
-4.48,-1.405
-4.456,-1.401
-4.431,-1.397
-4.406,-1.393
-4.382,-1.389
-4.357,-1.385
-4.332,-1.381
-4.308,-1.377
-4.283,-1.373
-4.258,-1.368
-4.234,-1.364
-4.209,-1.36
-4.184,-1.356
-4.16,-1.352
-4.135,-1.348
-4.11,-1.344
-4.086,-1.34
-4.061,-1.336
-4.036,-1.332
-4.012,-1.328
-3.987,-1.324
-3.962,-1.32
-3.938,-1.316
-3.913,-1.312
-3.888,-1.308
-3.864,-1.304
-3.839,-1.3
-3.814,-1.295
-3.79,-1.291
-3.765,-1.287
-3.74,-1.283
-3.716,-1.279
-3.691,-1.275
-3.666,-1.271
-3.642,-1.267
-3.617,-1.263
-3.592,-1.259
-3.568,-1.255
-3.543,-1.251
-3.518,-1.247
-3.494,-1.243
-3.469,-1.239
-3.444,-1.235
-3.42,-1.231
-3.395,-1.227
-3.37,-1.222
-3.346,-1.218
-3.321,-1.214
-3.296,-1.21
-3.272,-1.206
-3.247,-1.202
-3.222,-1.198
-3.198,-1.194
-3.173,-1.19
-3.148,-1.186
-3.124,-1.182
-3.099,-1.178
-3.074,-1.174
-3.05,-1.17
-3.025,-1.166
-3,-1.162
-2.975,-1.158
-2.951,-1.153
-2.926,-1.149
-2.901,-1.145
-2.877,-1.141
-2.852,-1.137
-2.827,-1.133
-2.803,-1.129
-2.778,-1.125
-2.753,-1.121
-2.729,-1.117
-2.704,-1.113
-2.679,-1.109
-2.655,-1.105
-2.63,-1.101
-2.605,-1.097
-2.581,-1.093
-2.556,-1.089
-2.531,-1.085
-2.507,-1.08
-2.482,-1.076
-2.457,-1.072
-2.433,-1.068
-2.408,-1.064
-2.383,-1.06
-2.359,-1.056
-2.334,-1.052
-2.309,-1.048
-2.285,-1.044
-2.26,-1.04
-2.235,-1.036
-2.211,-1.032
-2.186,-1.028
-2.161,-1.024
-2.137,-1.019
-2.112,-1.015
-2.087,-1.011
-2.063,-1.007
-2.038,-1.003
-2.013,-0.999
-1.989,-0.995
-1.964,-0.991
-1.939,-0.987
-1.915,-0.983
-1.89,-0.979
-1.865,-0.975
-1.841,-0.971
-1.816,-0.967
-1.791,-0.963
-1.767,-0.959
-1.742,-0.954
-1.717,-0.95
-1.693,-0.946
-1.668,-0.942
-1.643,-0.938
-1.619,-0.934
-1.594,-0.93
-1.569,-0.926
-1.545,-0.922
-1.52,-0.918
-1.495,-0.914
-1.471,-0.91
-1.446,-0.906
-1.421,-0.902
-1.397,-0.898
-1.372,-0.894
-1.347,-0.889
-1.323,-0.885
-1.298,-0.881
-1.273,-0.877
-1.249,-0.873
-1.224,-0.869
-1.199,-0.865
-1.175,-0.861
-1.15,-0.857
-1.125,-0.853
-1.101,-0.849
-1.076,-0.845
-1.051,-0.841
-1.027,-0.837
-1.002,-0.832
-0.977,-0.828
-0.953,-0.824
-0.928,-0.82
-0.903,-0.816
-0.879,-0.812
-0.854,-0.808
-0.829,-0.804
-0.805,-0.8
-0.78,-0.796
-0.755,-0.792
-0.731,-0.788
-0.706,-0.785
-0.681,-0.788
-0.659,-0.799
-0.65,-0.809
-0.649,-0.809
-0.649,-0.809
-0.642,-0.801
-0.632,-0.792
-0.62,-0.794
-0.607,-0.798
-0.596,-0.796
-0.575,-0.784
-0.555,-0.769
-0.531,-0.762
-0.506,-0.762
-0.481,-0.762
-0.456,-0.758
-0.432,-0.752
-0.408,-0.746
-0.383,-0.742
-0.358,-0.739
-0.333,-0.735
-0.309,-0.731
-0.284,-0.727
-0.26,-0.722
-0.235,-0.718
-0.21,-0.714
-0.186,-0.71
-0.161,-0.706
-0.136,-0.702
-0.112,-0.698
-0.087,-0.694
-0.062,-0.69
-0.038,-0.686
-0.013,-0.681
0.011,-0.677
0.035,-0.673
0.06,-0.669
0.085,-0.665
0.109,-0.661
0.134,-0.657
0.159,-0.653
0.183,-0.649
0.208,-0.645
0.233,-0.64
0.257,-0.636
0.282,-0.632
0.307,-0.628
0.331,-0.624
0.356,-0.62
0.381,-0.616
0.405,-0.612
0.43,-0.608
0.455,-0.603
0.479,-0.599
0.504,-0.595
0.529,-0.591
0.553,-0.587
0.578,-0.583
0.603,-0.579
0.627,-0.575
0.652,-0.571
0.677,-0.566
0.701,-0.562
0.726,-0.558
0.751,-0.554
0.775,-0.55
0.8,-0.546
0.824,-0.542
0.849,-0.538
0.874,-0.534
0.898,-0.53
0.923,-0.525
0.948,-0.521
0.972,-0.517
0.997,-0.513
1.022,-0.509
1.046,-0.505
1.071,-0.501
1.096,-0.497
1.12,-0.493
1.145,-0.488
1.17,-0.484
1.194,-0.48
1.219,-0.476
1.244,-0.472
1.268,-0.468
1.293,-0.464
1.318,-0.46
1.342,-0.456
1.367,-0.451
1.392,-0.447
1.416,-0.443
1.441,-0.439
1.466,-0.435
1.49,-0.431
1.515,-0.427
1.54,-0.423
1.564,-0.419
1.589,-0.414
1.614,-0.41
1.638,-0.406
1.663,-0.402
1.688,-0.398
1.712,-0.394
1.737,-0.39
1.762,-0.386
1.786,-0.381
1.811,-0.377
1.836,-0.373
1.86,-0.369
1.885,-0.365
1.91,-0.361
1.934,-0.357
1.959,-0.353
1.983,-0.349
2.008,-0.344
2.033,-0.34
2.057,-0.336
2.082,-0.332
2.107,-0.328
2.131,-0.324
2.156,-0.32
2.181,-0.316
2.205,-0.312
2.23,-0.307
2.255,-0.303
2.279,-0.299
2.304,-0.295
2.329,-0.291
2.353,-0.287
2.378,-0.283
2.403,-0.279
2.427,-0.275
2.452,-0.27
2.477,-0.266
2.501,-0.262
2.526,-0.258
2.551,-0.254
2.575,-0.25
2.6,-0.246
2.625,-0.242
2.649,-0.238
2.674,-0.233
2.699,-0.229
2.723,-0.225
2.748,-0.221
2.773,-0.217
2.797,-0.213
2.822,-0.209
2.847,-0.205
2.871,-0.2
2.896,-0.196
2.921,-0.192
2.945,-0.188
2.97,-0.184
2.995,-0.18
3.019,-0.176
3.044,-0.172
3.068,-0.168
3.093,-0.163
3.118,-0.159
3.142,-0.155
3.167,-0.151
3.192,-0.147
3.216,-0.143
3.241,-0.139
3.266,-0.135
3.29,-0.131
3.315,-0.126
3.34,-0.122
3.364,-0.118
3.389,-0.114
3.414,-0.11
3.438,-0.106
3.463,-0.102
3.488,-0.098
3.512,-0.093
3.537,-0.089
3.562,-0.085
3.586,-0.081
3.611,-0.077
3.636,-0.073
3.66,-0.069
3.685,-0.065
3.71,-0.061
3.734,-0.056
3.759,-0.052
3.784,-0.048
3.808,-0.044
3.833,-0.04
3.858,-0.036
3.882,-0.032
3.907,-0.028
3.932,-0.023
3.956,-0.019
3.981,-0.015
4.006,-0.011
4.03,-0.007
4.055,-0.003
4.08,0
4.104,0.004
4.129,0.008
4.153,0.013
4.178,0.017
4.203,0.021
4.227,0.025
4.252,0.029
4.277,0.033
4.301,0.037
4.326,0.041
4.351,0.046
4.375,0.05
4.4,0.054
4.425,0.058
4.449,0.062
4.474,0.066
4.499,0.07
4.523,0.074
4.548,0.078
4.573,0.083
4.597,0.087
4.622,0.091
4.647,0.095
4.671,0.099
4.696,0.103
4.721,0.107
4.745,0.111
4.77,0.116
4.795,0.12
4.819,0.124
4.844,0.128
4.869,0.132
4.893,0.136
4.918,0.14
4.943,0.144
4.967,0.149
4.992,0.153
5.017,0.157
5.041,0.161
5.066,0.165
5.09,0.169
5.115,0.173
5.14,0.177
5.164,0.182
5.189,0.186
5.214,0.19
5.238,0.194
5.263,0.198
5.288,0.202
5.312,0.206
5.337,0.21
5.362,0.215
5.386,0.219
5.411,0.223
5.436,0.227
5.46,0.231
5.485,0.235
5.51,0.239
5.534,0.244
5.559,0.248
5.584,0.252
5.608,0.256
5.633,0.26
5.658,0.264
5.682,0.268
5.707,0.272
5.732,0.276
5.756,0.281
5.781,0.285
5.806,0.289
5.83,0.293
5.855,0.297
5.88,0.301
5.904,0.305
5.929,0.309
5.954,0.313
5.978,0.318
6.003,0.322
6.027,0.326
6.052,0.33
6.077,0.334
6.101,0.338
6.126,0.342
6.151,0.346
6.175,0.351
6.2,0.355
6.225,0.359
6.249,0.363
6.274,0.367
6.299,0.371
6.323,0.376
6.348,0.38
6.373,0.384
6.397,0.388
6.422,0.392
6.447,0.396
6.471,0.4
6.496,0.404
6.521,0.409
6.545,0.413
6.57,0.417
6.595,0.421
6.619,0.425
6.644,0.429
6.668,0.434
6.693,0.438
6.718,0.442
6.742,0.446
6.767,0.45
6.792,0.454
6.816,0.458
6.841,0.463
6.866,0.467
6.89,0.471
6.915,0.475
6.94,0.479
6.964,0.483
6.989,0.487
7.014,0.492
7.038,0.496
7.063,0.5
7.088,0.504
7.112,0.508
7.137,0.512
7.162,0.517
7.186,0.521
7.211,0.525
7.236,0.529
7.26,0.533
7.285,0.537
7.309,0.541
7.334,0.546
7.359,0.55
7.383,0.554
7.408,0.558
7.433,0.562
7.457,0.566
7.482,0.571
7.507,0.575
7.531,0.579
7.556,0.583
7.581,0.587
7.605,0.591
7.63,0.596
7.655,0.6
7.679,0.604
7.704,0.608
7.729,0.612
7.753,0.616
7.778,0.62
7.803,0.625
7.827,0.629
7.852,0.633
7.876,0.637
7.901,0.641
7.926,0.645
7.95,0.65
7.975,0.654
8,0.658
8.024,0.662
8.049,0.666
8.074,0.67
8.098,0.674
8.123,0.679
8.148,0.683
8.172,0.687
8.197,0.691
8.222,0.695
8.246,0.699
8.271,0.704
8.296,0.708
8.32,0.712
8.345,0.716
8.369,0.72
8.394,0.724
8.419,0.729
8.443,0.733
8.468,0.737
8.493,0.741
8.517,0.745
8.542,0.749
8.567,0.754
8.591,0.758
8.616,0.762
8.641,0.766
8.665,0.77
8.69,0.774
8.715,0.779
8.739,0.783
8.764,0.787
8.789,0.791
8.813,0.795
8.838,0.8
8.862,0.804
8.887,0.808
8.912,0.812
8.936,0.816
8.961,0.821
8.986,0.825
9.01,0.829
9.035,0.833
9.06,0.837
9.084,0.841
9.109,0.846
9.134,0.85
9.158,0.854
9.183,0.858
9.208,0.862
9.232,0.867
9.257,0.871
9.281,0.875
9.306,0.879
9.331,0.883
9.344,0.886
9.345,0.886
9.345,0.886
9.344,0.874
9.332,0.854
9.313,0.837
9.299,0.816
9.291,0.793
9.283,0.769
9.273,0.746
9.261,0.724
9.249,0.702
9.239,0.68
9.229,0.657
9.218,0.634
9.207,0.611
9.196,0.589
9.185,0.566
9.175,0.544
9.164,0.521
9.153,0.499
9.143,0.476
9.132,0.454
9.121,0.431
9.11,0.408
9.1,0.386
9.089,0.363
9.078,0.341
9.067,0.318
9.057,0.296
9.046,0.273
9.035,0.25
9.024,0.228
9.014,0.205
9.003,0.183
8.992,0.16
8.981,0.138
8.971,0.115
8.96,0.092
8.949,0.07
8.938,0.047
8.928,0.025
8.917,0.002
8.906,-0.019
8.895,-0.042
8.885,-0.065
8.874,-0.087
8.863,-0.11
8.852,-0.132
8.842,-0.155
8.831,-0.177
8.82,-0.2
8.809,-0.223
8.799,-0.245
8.788,-0.268
8.777,-0.29
8.766,-0.313
8.756,-0.335
8.745,-0.358
8.734,-0.381
8.723,-0.403
8.713,-0.426
8.702,-0.448
8.691,-0.471
8.68,-0.493
8.67,-0.516
8.659,-0.539
8.648,-0.561
8.637,-0.584
8.627,-0.606
8.616,-0.629